author,hashtags,date,id
308045021,awesomepeopleontwitter,2022-04-30 23:18:45+00:00,1520543208614334465
308045021,journalism,2022-04-30 20:40:18+00:00,1520503332246376448
308045021,npr,2022-04-30 20:40:18+00:00,1520503332246376448
308045021,lc,2022-04-29 22:28:54+00:00,1520168272896962562
308045021,exercise,2022-04-29 22:28:54+00:00,1520168272896962562
308045021,buddhism,2022-04-29 14:52:29+00:00,1520053412968210432
308045021,buddhism,2022-04-29 14:16:51+00:00,1520044444204032001
308045021,obgyntwitter,2022-04-29 02:47:33+00:00,1519870977311715328
308045021,busymom,2022-04-28 21:20:34+00:00,1519788687957049344
308045021,history,2022-04-27 14:42:27+00:00,1519326111326511105
308045021,covid19,2022-04-26 22:26:20+00:00,1519080463851311111
308045021,busymom,2022-04-26 14:22:57+00:00,1518958816309792771
308045021,bodybreak,2022-04-26 13:36:51+00:00,1518947215267540992
308045021,longcovid,2022-04-26 11:37:21+00:00,1518917143169019905
308045021,immunizeunder5s,2022-04-25 17:44:34+00:00,1518647168835407875
308045021,covidisntover,2022-04-25 17:44:34+00:00,1518647168835407875
308045021,takingabreak,2022-04-25 15:00:21+00:00,1518605841624190976
308045021,exercise,2022-04-25 15:00:21+00:00,1518605841624190976
308045021,thankyoudonwinslow,2022-04-24 04:06:41+00:00,1518078954573381632
308045021,covid19,2022-04-23 21:10:33+00:00,1517974229953695747
308045021,longcovid,2022-04-23 02:05:17+00:00,1517686015141552128
308045021,bbcnews,2022-04-22 18:55:23+00:00,1517577824604934147
308045021,longcovid,2022-04-22 18:55:23+00:00,1517577824604934147
308045021,liar,2022-04-22 18:54:54+00:00,1517577705457434626
308045021,covid19,2022-04-22 16:46:51+00:00,1517545477398487041
308045021,she,2022-04-22 16:44:06+00:00,1517544787980828675
308045021,liar,2022-04-22 14:24:29+00:00,1517509652552069122
308045021,localelectionsmatter,2022-04-21 18:19:02+00:00,1517206291378286604
308045021,teamclots,2022-04-21 17:42:51+00:00,1517197185837940739
308045021,microclots,2022-04-21 17:42:51+00:00,1517197185837940739
308045021,yoga,2022-04-21 15:48:05+00:00,1517168303625678850
308045021,busymom,2022-04-21 15:48:05+00:00,1517168303625678850
308045021,chives,2022-04-21 12:54:26+00:00,1517124603235250179
308045021,authenticchinesefood,2022-04-21 12:54:26+00:00,1517124603235250179
308045021,indoorbiking,2022-04-20 13:38:17+00:00,1516773247521542145
308045021,exercise,2022-04-20 13:38:17+00:00,1516773247521542145
308045021,happybody,2022-04-20 13:38:17+00:00,1516773247521542145
308045021,happymind,2022-04-20 13:38:17+00:00,1516773247521542145
308045021,authenticchinesefood,2022-04-20 02:49:37+00:00,1516610008082960389
308045021,mybigfatgreekwedding,2022-04-20 02:15:52+00:00,1516601511748452356
308045021,mybigfatgreekwedding,2022-04-20 02:15:42+00:00,1516601473219629056
308045021,ba2,2022-04-20 00:58:51+00:00,1516582129425166343
308045021,ba2121,2022-04-20 00:58:51+00:00,1516582129425166343
308045021,history,2022-04-19 20:30:38+00:00,1516514632663506950
308045021,lunch,2022-04-19 15:30:43+00:00,1516439155051429891
308045021,momslife,2022-04-19 15:30:43+00:00,1516439155051429891
308045021,yoga,2022-04-19 14:32:18+00:00,1516424455190425605
308045021,meditation,2022-04-19 14:32:18+00:00,1516424455190425605
308045021,peace,2022-04-19 14:32:18+00:00,1516424455190425605
308045021,busymom,2022-04-19 13:33:58+00:00,1516409774023319564
308045021,dilemma,2022-04-19 13:33:58+00:00,1516409774023319564
308045021,longcovid,2022-04-18 23:48:22+00:00,1516202003990523904
308045021,theamatomyofscandal,2022-04-18 14:36:58+00:00,1516063241880932355
308045021,movies,2022-04-18 14:36:58+00:00,1516063241880932355
308045021,biking,2022-04-18 14:36:58+00:00,1516063241880932355
308045021,exercise,2022-04-18 13:44:19+00:00,1516049993303568392
308045021,tired,2022-04-18 13:44:19+00:00,1516049993303568392
308045021,weather,2022-04-18 13:12:52+00:00,1516042077628416001
308045021,longcovid,2022-04-18 13:07:48+00:00,1516040801029087232
308045021,winter,2022-04-18 12:49:23+00:00,1516036166302281730
308045021,weather,2022-04-18 12:30:39+00:00,1516031451107627008
308045021,longcovid,2022-04-17 23:44:17+00:00,1515838589631873030
308045021,chilling,2022-04-16 22:39:14+00:00,1515459831976628227
308045021,patio,2022-04-16 21:58:59+00:00,1515449703730720778
308045021,greatday,2022-04-16 21:58:59+00:00,1515449703730720778
308045021,longcovid,2022-04-16 21:50:50+00:00,1515447653118754816
308045021,msm,2022-04-16 21:37:07+00:00,1515444197842731015
308045021,biking,2022-04-15 17:29:56+00:00,1515019607739977733
308045021,exercisewiththerightmusic,2022-04-15 17:29:56+00:00,1515019607739977733
